date,tree_type,class_value,latitude,longitude
2012-10-01,Urban Street Tree,8,44.9465193,-123.0351128
2012-10-01,Urban Street Tree,8,44.9465194,-123.0348593
2012-10-01,Urban Street Tree,8,44.9463373,-123.0409437
2012-10-01,Urban Street Tree,8,44.9463374,-123.0406902
2012-10-01,Urban Street Tree,8,44.9463379,-123.039169
2012-10-01,Urban Street Tree,8,44.946338,-123.0389155
2012-10-01,Urban Street Tree,8,44.9463395,-123.0343521
2012-10-01,Urban Street Tree,8,44.9461573,-123.0409436
2012-10-01,Urban Street Tree,8,44.9461579,-123.0391689
2012-10-01,Urban Street Tree,8,44.946158,-123.0389154
2012-10-01,Urban Street Tree,8,44.9461581,-123.0386619
2012-10-01,Urban Street Tree,8,44.9461582,-123.0384084
2012-10-01,Urban Street Tree,8,44.9461582,-123.0381548
2012-10-01,Urban Street Tree,8,44.9459757,-123.0449998
2012-10-01,Urban Street Tree,8,44.9459758,-123.0447462
2012-10-01,Urban Street Tree,8,44.9459759,-123.0444927
2012-10-01,Urban Street Tree,8,44.9459771,-123.041197
2012-10-01,Urban Street Tree,8,44.9459772,-123.0409434
2012-10-01,Urban Street Tree,8,44.9459778,-123.0394223
2012-10-01,Urban Street Tree,8,44.9459779,-123.0391688
2012-10-01,Urban Street Tree,8,44.945978,-123.0386618
2012-10-01,Urban Street Tree,8,44.9459781,-123.0384082
2012-10-01,Urban Street Tree,8,44.9459782,-123.0381547
2012-10-01,Urban Street Tree,8,44.9457957,-123.0449996
2012-10-01,Urban Street Tree,8,44.9457958,-123.0447461
2012-10-01,Oregon Ash,5,44.9457959,-123.0444926
2012-10-01,Urban Street Tree,8,44.9457971,-123.0411968
2012-10-01,Urban Street Tree,8,44.9457977,-123.0394222
2012-10-01,Urban Street Tree,8,44.9457978,-123.0391687
2012-10-01,Urban Street Tree,8,44.9457979,-123.0389152
2012-10-01,Urban Street Tree,8,44.945798,-123.0386616
2012-10-01,Urban Street Tree,8,44.9457981,-123.0384081
2012-10-01,Urban Street Tree,8,44.9457982,-123.0381546
2012-10-01,Urban Street Tree,8,44.9456156,-123.0449995
2012-10-01,Urban Street Tree,8,44.9456157,-123.044746
2012-10-01,Urban Street Tree,8,44.9456176,-123.0396756
2012-10-01,Urban Street Tree,8,44.9456177,-123.0394221
2012-10-01,Urban Street Tree,8,44.9456178,-123.0391686
2012-10-01,Urban Street Tree,8,44.9456179,-123.038915
2012-10-01,Urban Street Tree,8,44.945618,-123.0386615
2012-10-01,Urban Street Tree,8,44.945618,-123.038408
2012-10-01,Urban Street Tree,8,44.9456181,-123.0381545
2012-10-01,Urban Street Tree,8,44.9456182,-123.037901
2012-10-01,Urban Street Tree,8,44.9454369,-123.0414501
2012-10-01,Urban Street Tree,8,44.945437,-123.0411966
2012-10-01,Urban Street Tree,8,44.9454376,-123.0396755
2012-10-01,Urban Street Tree,8,44.9454377,-123.0394219
2012-10-01,Urban Street Tree,8,44.9454377,-123.0391684
2012-10-01,Urban Street Tree,8,44.9454379,-123.0386614
2012-10-01,Urban Street Tree,8,44.945438,-123.0384079
2012-10-01,Urban Street Tree,8,44.9454381,-123.0381544
2012-10-01,Urban Street Tree,8,44.9452569,-123.04145
2012-10-01,Urban Street Tree,8,44.945257,-123.0411964
2012-10-01,Urban Street Tree,8,44.9452577,-123.0391683
2012-10-01,Urban Street Tree,8,44.9452578,-123.0389148
2012-10-01,Urban Street Tree,8,44.9452579,-123.0386613
2012-10-01,Urban Street Tree,8,44.945258,-123.0384078
2012-10-01,Urban Street Tree,8,44.945258,-123.0381542
2012-10-01,Urban Street Tree,8,44.9450768,-123.0417033
2012-10-01,Urban Street Tree,8,44.9450769,-123.0414498
2012-10-01,Urban Street Tree,8,44.9450769,-123.0411963
2012-10-01,Urban Street Tree,8,44.9450778,-123.0386612
2012-10-01,Urban Street Tree,8,44.9448967,-123.0417032
2012-10-01,Urban Street Tree,8,44.944897,-123.0409427
2012-10-01,Urban Street Tree,8,44.9448971,-123.0406892
2012-10-01,Urban Street Tree,8,44.9447167,-123.0417031
2012-10-01,Urban Street Tree,8,44.9447169,-123.0411961
2012-10-01,Urban Street Tree,8,44.944717,-123.0409425
2012-10-01,Urban Street Tree,8,44.944717,-123.040689
2012-10-01,Urban Street Tree,8,44.9445369,-123.0409424
2012-10-01,Urban Street Tree,8,44.9443565,-123.0419563
2012-10-01,Urban Street Tree,8,44.9441764,-123.0422097
2012-10-01,Urban Street Tree,8,44.9441765,-123.0419562
2012-10-01,Urban Street Tree,8,44.9441766,-123.0417027
2012-10-01,Urban Street Tree,8,44.9439963,-123.0422096
2012-10-01,Urban Street Tree,8,44.9439964,-123.0419561
2012-10-01,Urban Street Tree,8,44.9439965,-123.0417026
2012-10-01,Urban Street Tree,8,44.9438162,-123.042463
2012-10-01,Urban Street Tree,8,44.9438163,-123.0422095
2012-10-01,Urban Street Tree,8,44.9438164,-123.0419559
2012-10-01,Urban Street Tree,8,44.9438165,-123.0417024
2012-10-01,Urban Street Tree,8,44.9436361,-123.0427163
2012-10-01,Urban Street Tree,8,44.9436362,-123.0424628
2012-10-01,Urban Street Tree,8,44.9436363,-123.0422093
2012-10-01,Urban Street Tree,8,44.9436363,-123.0419558
2012-10-01,Urban Street Tree,8,44.9436364,-123.0417023
2012-10-01,Urban Street Tree,8,44.9434559,-123.0429697
2012-10-01,Urban Street Tree,8,44.943456,-123.0427162
2012-10-01,Urban Street Tree,8,44.9434562,-123.0422092
2012-10-01,Urban Street Tree,8,44.9432759,-123.0429696
2012-10-01,Urban Street Tree,8,44.9432763,-123.0419555
2012-10-01,Urban Street Tree,8,44.9430958,-123.043223
2012-10-01,Urban Street Tree,8,44.9430958,-123.0429694
2012-10-01,Urban Street Tree,8,44.9430959,-123.0427159
2012-10-01,Urban Street Tree,8,44.943096,-123.0424624
2012-10-01,Urban Street Tree,8,44.9430961,-123.0422089
2012-10-01,Urban Street Tree,8,44.9430962,-123.0419554
2012-10-01,Urban Street Tree,8,44.9429156,-123.0434763
2012-10-01,Urban Street Tree,8,44.9429157,-123.0432228
2012-10-01,Urban Street Tree,8,44.9429158,-123.0429693
2012-10-01,Urban Street Tree,8,44.9429159,-123.0427158
2012-10-01,Urban Street Tree,8,44.942916,-123.0424623
2012-10-01,Urban Street Tree,8,44.9429161,-123.0422088
2012-10-01,Urban Street Tree,8,44.9429162,-123.0419553
2012-10-01,Urban Street Tree,8,44.9427356,-123.0434762
2012-10-01,Urban Street Tree,8,44.9427357,-123.0432227
2012-10-01,Urban Street Tree,8,44.9425555,-123.0434761
2012-10-01,Urban Street Tree,8,44.9425556,-123.0432225
2012-10-01,Urban Street Tree,8,44.9425557,-123.042969
2012-10-01,Urban Street Tree,8,44.9423754,-123.0437294
2012-10-01,Urban Street Tree,8,44.9423755,-123.0434759
2012-10-01,Urban Street Tree,8,44.9423756,-123.0432224
2012-10-01,Urban Street Tree,8,44.9421954,-123.0437293
2012-10-01,Urban Street Tree,8,44.9421955,-123.0434758
2012-10-01,Urban Street Tree,8,44.9420152,-123.0439826
2012-10-01,Urban Street Tree,8,44.9418352,-123.0439825
2012-10-01,Urban Street Tree,8,44.9418353,-123.043729
2012-10-01,Urban Street Tree,8,44.941655,-123.0442359
2012-10-01,Urban Street Tree,8,44.9414748,-123.0447427
2012-10-01,Urban Street Tree,8,44.9414749,-123.0444892
2012-10-01,Urban Street Tree,8,44.941475,-123.0442357
2012-10-01,Urban Street Tree,8,44.9412949,-123.0444891
2012-10-01,Urban Street Tree,8,44.9411148,-123.044489
2012-10-01,Urban Street Tree,8,44.9409346,-123.0449958
2012-10-01,Urban Street Tree,8,44.9409347,-123.0447423
2012-10-01,Urban Street Tree,8,44.9409348,-123.0444888
2012-10-01,Urban Street Tree,8,44.9407545,-123.0449957
2012-10-01,Urban Street Tree,8,44.9407546,-123.0447422
2012-10-01,Urban Street Tree,8,44.9407547,-123.0444887
2012-10-01,Corylus avellana,4,44.9407548,-123.0442352
2012-10-01,Urban Street Tree,8,44.9407549,-123.0439817
2012-10-01,Urban Street Tree,8,44.9407551,-123.0434747
2012-10-01,Urban Street Tree,8,44.9407552,-123.0432212
2012-10-01,Urban Street Tree,8,44.9407553,-123.0429677
2012-10-01,Urban Street Tree,8,44.9405745,-123.0449955
2012-10-01,Urban Street Tree,8,44.9405746,-123.044742
2012-10-01,Urban Street Tree,8,44.9405747,-123.0444885
2012-10-01,Urban Street Tree,8,44.9405748,-123.044235
2012-10-01,Urban Street Tree,8,44.9405749,-123.0439815
2012-10-01,Urban Street Tree,8,44.9405751,-123.0434746
2012-10-01,Urban Street Tree,8,44.9405752,-123.0432211
2012-10-01,Urban Street Tree,8,44.9405753,-123.0429676
2012-10-01,Urban Street Tree,8,44.9403946,-123.0447419
2012-10-01,Urban Street Tree,8,44.9403948,-123.0442349
2012-10-01,Urban Street Tree,8,44.9403949,-123.0439814
2012-10-01,Urban Street Tree,8,44.9403975,-123.0366301
2012-10-01,Urban Street Tree,8,44.9403975,-123.0363766
2012-10-01,Urban Street Tree,8,44.9402145,-123.0447418
2012-10-01,Urban Street Tree,8,44.9402148,-123.0439813
2012-10-01,Urban Street Tree,8,44.9402149,-123.0437278
2012-10-01,Urban Street Tree,8,44.9402173,-123.0368834
2012-10-01,Urban Street Tree,8,44.9402174,-123.0366299
2012-10-01,Urban Street Tree,8,44.9402175,-123.0363764
2012-10-01,Urban Street Tree,8,44.9400348,-123.0439811
2012-10-01,Urban Street Tree,8,44.9400349,-123.0437276
2012-10-01,Urban Street Tree,8,44.9400373,-123.0368833
2012-10-01,Urban Street Tree,8,44.9400374,-123.0366298
2012-10-01,Urban Street Tree,8,44.9400379,-123.0348554
2012-10-01,Urban Street Tree,8,44.940038,-123.0346019
